No,Saldo,Frek ATM,Jenis Kelamin,tempat tinggal,Frek Supermarket,Frek Dept Store,Usia,Tertarik
1917,9.333,5,Perempuan,urban,7,2,33,1
1918,1.388,7,Laki-Laki,rural,1,12,42,1
1919,5.869,10,Perempuan,urban,8,8,33,1
1920,4.620,0,Laki-Laki,urban,0,1,37,0
1921,19.167,5,Perempuan,urban,4,5,42,0
1922,1.979,2,Laki-Laki,rural,0,5,35,0
1923,1.685,2,Perempuan,rural,2,1,37,0
1924,4.308,0,Perempuan,rural,3,9,34,0
1925,25.574,14,Perempuan,urban,4,5,25,1
1926,14.495,5,Perempuan,urban,2,4,44,0
1927,2.423,2,Laki-Laki,rural,1,3,34,0
1928,7.210,4,Laki-Laki,urban,0,3,37,0
1929,1.350,3,Laki-Laki,rural,1,1,44,0
1930,4.398,2,Perempuan,rural,1,2,34,0
1931,1.988,6,Perempuan,rural,4,1,42,0
1932,0.059,3,Perempuan,rural,1,4,36,0
1933,5.811,3,Perempuan,rural,2,2,39,0
1934,42.038,16,Laki-Laki,rural,3,4,39,1
1935,2.864,2,Laki-Laki,rural,0,9,36,0
1936,0.096,4,Perempuan,rural,2,3,35,0
1937,14.275,2,Laki-Laki,rural,0,0,37,0
1938,10.343,4,Perempuan,urban,0,1,38,0
1939,12.061,3,Perempuan,urban,1,7,35,1
1940,1.709,2,Perempuan,rural,3,1,42,0
1941,1.829,0,Laki-Laki,urban,6,1,38,0
1942,2.490,4,Perempuan,rural,0,1,39,0
1943,3.773,1,Laki-Laki,rural,1,2,41,0
1944,5.611,4,Perempuan,urban,1,10,32,1
1945,1.855,4,Laki-Laki,rural,3,2,33,0
1946,8.067,3,Laki-Laki,rural,0,2,30,1
1947,1.950,0,Laki-Laki,urban,1,1,44,0
1948,32.968,8,Perempuan,rural,5,3,40,1
1949,16.910,9,Perempuan,rural,3,1,40,0
1950,0.781,1,Perempuan,rural,2,3,35,0
1951,1.082,3,Perempuan,urban,3,2,34,0
1952,6.958,7,Laki-Laki,urban,0,0,38,0
1953,25.065,10,Perempuan,urban,2,4,29,1
1954,3.074,11,Perempuan,rural,0,2,42,0
1955,23.836,10,Laki-Laki,urban,1,7,40,1
1956,0.935,2,Laki-Laki,urban,3,0,32,0
1957,13.220,5,Perempuan,rural,3,12,29,1
1958,1.896,2,Perempuan,rural,2,2,40,0
1959,4.449,1,Perempuan,rural,4,0,47,0
1960,2.267,4,Perempuan,urban,1,5,34,0
1961,2.201,4,Perempuan,rural,4,1,44,0
1962,0.740,5,Perempuan,rural,1,1,38,0
1963,0.881,4,Laki-Laki,urban,1,4,38,0
1964,3.296,6,Perempuan,urban,2,0,36,0
1965,1.300,4,Laki-Laki,rural,2,0,37,0
1966,1.197,3,Perempuan,rural,5,1,44,0
1967,0.081,4,Laki-Laki,rural,0,0,41,0
1968,6.615,2,Perempuan,urban,0,1,31,0
1969,10.448,9,Perempuan,urban,1,1,30,0
1970,16.146,15,Laki-Laki,rural,3,5,34,1
1971,3.783,0,Perempuan,rural,3,1,44,0
1972,4.692,3,Laki-Laki,urban,0,2,37,0
1973,10.550,5,Perempuan,rural,2,3,39,0
1974,2.065,3,Laki-Laki,rural,0,2,40,0
1975,11.032,4,Perempuan,rural,6,4,42,0
1976,15.905,8,Laki-Laki,urban,4,1,41,0
1977,1.022,5,Laki-Laki,urban,2,1,48,0
1978,5.920,3,Laki-Laki,rural,1,1,35,0
1979,9.231,8,Laki-Laki,urban,2,3,37,0
1980,8.331,1,Perempuan,rural,5,1,32,0
1981,14.454,4,Laki-Laki,rural,0,4,38,0
1982,9.817,5,Laki-Laki,rural,3,3,32,1
1983,4.642,6,Perempuan,urban,9,1,36,0
1984,0.209,1,Laki-Laki,urban,7,1,43,0
1985,0.214,2,Laki-Laki,rural,3,3,31,0
1986,0.033,5,Perempuan,urban,3,5,34,0
1987,8.090,4,Perempuan,urban,3,1,35,0
1988,2.357,2,Laki-Laki,urban,2,9,42,0
1989,0.012,3,Perempuan,rural,3,1,39,0
1990,0.268,2,Perempuan,rural,1,0,44,0
1991,8.294,6,Perempuan,rural,0,2,40,0
1992,1.018,0,Perempuan,rural,1,2,38,0
1993,1.555,4,Laki-Laki,rural,4,2,46,0
1994,0.455,4,Perempuan,rural,3,1,40,0
1995,3.325,3,Laki-Laki,rural,0,2,36,0
1996,0.762,1,Perempuan,rural,2,4,30,0
1997,0.942,1,Laki-Laki,urban,0,3,50,0
1998,2.978,3,Perempuan,urban,3,4,41,0
1999,25.204,8,Perempuan,urban,1,3,43,0
2000,1.940,6,Perempuan,urban,3,0,41,0
2001,26.763,13,Perempuan,rural,8,4,34,1
2002,22.264,3,Perempuan,rural,4,1,36,0
2003,46.514,11,Laki-Laki,urban,8,7,33,1
2004,8.911,8,Perempuan,urban,4,1,42,0
2005,8.170,4,Laki-Laki,urban,2,1,48,0
2006,3.169,5,Laki-Laki,rural,1,4,44,0
2007,5.825,2,Laki-Laki,rural,1,3,45,0
2008,3.546,3,Laki-Laki,rural,2,6,49,0
2009,5.688,1,Laki-Laki,rural,0,7,35,0
2010,9.465,5,Perempuan,rural,5,0,23,1
2011,0.390,2,Laki-Laki,urban,0,4,39,0
2012,13.846,14,Perempuan,urban,7,1,32,1
2013,0.226,5,Perempuan,rural,2,3,39,0
2014,2.111,4,Laki-Laki,urban,1,2,41,0
2015,1.232,2,Laki-Laki,urban,2,2,33,0
2016,2.563,2,Perempuan,urban,2,1,39,0
2017,0.778,3,Perempuan,rural,4,6,35,0
2018,0.837,5,Laki-Laki,rural,2,4,45,0
2019,12.095,3,Laki-Laki,urban,4,5,32,1
2020,13.317,3,Perempuan,rural,4,4,38,0
2021,0.056,7,Perempuan,urban,3,0,43,0
2022,4.565,7,Perempuan,urban,9,3,29,1
2023,0.289,4,Laki-Laki,rural,2,0,37,0
2024,10.210,4,Perempuan,urban,5,6,40,1
2025,0.278,4,Perempuan,urban,3,2,32,0
2026,1.349,3,Perempuan,rural,4,3,39,0
2027,10.154,4,Perempuan,rural,7,2,40,0
2028,3.031,4,Perempuan,rural,2,5,39,0
2029,2.109,6,Perempuan,rural,4,5,41,0
2030,1.355,2,Perempuan,rural,4,1,40,0
2031,15.194,3,Perempuan,urban,3,3,33,0
2032,12.111,4,Perempuan,rural,0,6,38,0
2033,9.860,9,Laki-Laki,urban,1,1,37,0
2034,6.541,4,Perempuan,rural,2,1,40,0
2035,10.796,5,Laki-Laki,rural,4,0,36,0
2036,4.600,4,Perempuan,rural,5,1,45,0
2037,14.893,12,Laki-Laki,urban,7,6,46,1
2038,3.087,0,Perempuan,rural,3,1,41,0
2039,1.192,4,Laki-Laki,rural,0,2,41,0
2040,0.832,3,Laki-Laki,urban,1,1,27,1
2041,1.767,3,Laki-Laki,urban,2,4,31,0
2042,6.031,6,Perempuan,rural,2,2,31,1
2043,0.523,5,Perempuan,urban,4,7,38,0
2044,9.281,3,Perempuan,urban,1,3,40,0
2045,0.961,5,Perempuan,urban,2,2,39,0
2046,4.077,2,Laki-Laki,rural,1,4,35,0
2047,5.681,5,Perempuan,rural,1,1,35,0
2048,2.218,2,Laki-Laki,rural,0,1,39,0
2049,10.597,7,Perempuan,rural,4,1,22,1
2050,7.564,4,Laki-Laki,urban,0,1,32,0
2051,0.596,1,Laki-Laki,urban,4,1,41,0
2052,6.131,9,Perempuan,rural,4,1,37,0
2053,6.330,2,Perempuan,urban,6,3,39,0
2054,3.667,6,Laki-Laki,urban,4,1,37,0
2055,6.243,7,Laki-Laki,urban,1,4,39,0
2056,1.768,1,Perempuan,urban,5,3,46,0
2057,2.419,0,Perempuan,rural,2,1,34,0
2058,4.048,2,Laki-Laki,urban,2,1,33,0
2059,4.800,5,Laki-Laki,rural,1,2,32,0
2060,17.161,7,Perempuan,urban,2,0,29,1
2061,6.839,10,Perempuan,rural,7,4,43,1
2062,15.550,2,Perempuan,urban,2,4,42,0
2063,2.124,1,Perempuan,urban,3,1,35,0
2064,2.148,2,Laki-Laki,rural,1,4,44,0
2065,0.076,3,Laki-Laki,rural,9,1,46,0
2066,6.520,5,Perempuan,urban,4,0,39,0
2067,2.844,2,Perempuan,urban,6,0,44,0
2068,1.494,1,Perempuan,rural,0,1,41,0
2069,2.216,5,Laki-Laki,rural,5,2,36,0
2070,1.887,3,Laki-Laki,rural,1,2,41,0
2071,0.138,4,Perempuan,urban,1,2,33,0
2072,1.061,6,Laki-Laki,urban,2,0,33,0
2073,3.677,6,Perempuan,rural,1,0,39,0
2074,0.351,1,Perempuan,urban,4,8,30,1
2075,0.087,4,Perempuan,urban,5,1,33,0
2076,9.668,5,Perempuan,urban,10,0,47,0
2077,14.917,10,Laki-Laki,urban,4,3,38,1
2078,1.812,1,Perempuan,urban,3,2,37,0
2079,19.345,8,Perempuan,rural,3,3,34,1
2080,0.802,0,Perempuan,rural,3,3,41,0
2081,0.958,3,Perempuan,urban,4,5,35,0
2082,0.483,3,Perempuan,urban,1,0,35,0
2083,5.614,4,Perempuan,rural,2,2,43,0
2084,0.266,2,Laki-Laki,rural,1,3,36,0
2085,2.462,2,Laki-Laki,urban,2,1,34,0
2086,28.929,20,Laki-Laki,rural,2,3,39,1
2087,5.428,5,Perempuan,urban,3,1,37,0
2088,6.461,4,Perempuan,urban,7,1,44,0
2089,1.816,0,Laki-Laki,urban,1,1,46,0
2090,1.627,2,Perempuan,rural,3,2,38,0
2091,0.540,4,Laki-Laki,urban,1,1,37,0
2092,2.314,5,Laki-Laki,urban,4,5,34,1
2093,0.367,1,Perempuan,urban,2,0,32,0
2094,1.312,3,Perempuan,rural,0,0,39,0
2095,1.707,2,Laki-Laki,rural,0,3,36,0
2096,3.059,6,Laki-Laki,rural,3,3,41,0
2097,1.239,1,Laki-Laki,rural,1,2,37,0
2098,2.928,4,Perempuan,urban,1,2,38,0
2099,13.080,10,Laki-Laki,rural,3,3,43,0
2100,0.589,0,Perempuan,urban,2,6,34,0
2101,3.569,3,Perempuan,rural,6,0,43,0
2102,3.839,5,Perempuan,rural,1,4,38,0
2103,2.603,2,Perempuan,rural,5,6,37,0
2104,0.245,3,Perempuan,urban,3,3,37,0
2105,7.828,6,Laki-Laki,urban,5,1,43,0
2106,11.520,8,Laki-Laki,urban,1,2,44,0
2107,14.990,5,Laki-Laki,urban,3,1,45,0
2108,19.035,10,Laki-Laki,urban,5,3,36,1
2109,6.730,4,Perempuan,rural,1,2,40,0
2110,1.467,1,Laki-Laki,urban,1,0,35,0
2111,4.387,1,Perempuan,rural,3,2,40,0
2112,2.295,3,Perempuan,urban,1,2,42,0
2113,6.723,5,Laki-Laki,rural,3,2,40,0
2114,1.641,0,Perempuan,urban,7,0,39,0
2115,1.420,0,Perempuan,rural,4,1,30,0
2116,6.602,17,Laki-Laki,rural,3,0,39,0
2117,4.320,0,Perempuan,urban,2,4,32,0
2118,7.393,8,Perempuan,urban,6,0,32,1
2119,26.988,5,Laki-Laki,rural,3,5,39,1
2120,12.982,6,Laki-Laki,urban,3,2,37,1
2121,1.776,1,Laki-Laki,rural,2,0,41,0
2122,2.086,7,Laki-Laki,rural,2,2,36,0
2123,12.117,7,Perempuan,rural,2,0,39,0
2124,2.163,2,Laki-Laki,urban,1,2,35,0
2125,3.941,1,Laki-Laki,rural,1,4,37,0
2126,0.804,4,Laki-Laki,rural,1,0,42,0
2127,4.339,3,Laki-Laki,rural,0,0,39,0
2128,15.903,12,Laki-Laki,rural,4,6,27,1
2129,10.967,4,Perempuan,rural,2,6,31,1
2130,0.599,4,Perempuan,rural,2,5,46,0
2131,2.528,1,Perempuan,rural,4,4,39,0
2132,0.986,2,Perempuan,rural,5,1,33,0
2133,0.408,2,Perempuan,rural,3,6,32,0
2134,9.205,5,Laki-Laki,rural,4,0,31,1
2135,4.703,4,Perempuan,rural,2,3,36,0
2136,5.272,4,Laki-Laki,urban,0,4,39,0
2137,10.645,4,Perempuan,rural,4,1,32,1
2138,2.621,0,Perempuan,rural,0,6,42,0
2139,9.431,11,Laki-Laki,rural,0,1,40,0
2140,0.117,2,Laki-Laki,rural,1,5,40,0
2141,9.105,19,Perempuan,urban,11,8,42,1
2142,16.969,3,Perempuan,urban,4,2,44,0
2143,0.752,4,Laki-Laki,urban,2,1,36,0
2144,8.276,15,Laki-Laki,urban,1,3,38,1
2145,3.100,8,Perempuan,rural,4,3,27,1
2146,45.088,24,Perempuan,rural,5,3,31,1
2147,4.052,6,Laki-Laki,rural,1,3,41,0
2148,1.179,3,Laki-Laki,rural,1,0,39,0
2149,11.465,10,Perempuan,rural,3,3,39,0
2150,1.206,2,Laki-Laki,rural,1,1,40,0
2151,0.109,2,Perempuan,rural,6,1,46,0
2152,3.887,1,Perempuan,rural,3,2,37,0
2153,3.439,7,Perempuan,urban,3,0,43,0
2154,4.592,4,Laki-Laki,rural,1,3,41,0
2155,5.259,5,Laki-Laki,rural,2,2,34,0
2156,8.407,9,Laki-Laki,urban,6,0,38,0
2157,29.510,7,Laki-Laki,rural,8,5,38,1
2158,12.133,3,Perempuan,rural,1,1,42,0
2159,1.864,6,Perempuan,rural,5,2,36,0
2160,4.911,2,Laki-Laki,rural,1,0,37,0
2161,5.397,2,Laki-Laki,urban,1,0,36,0
2162,28.588,16,Perempuan,rural,5,3,35,1
2163,7.302,2,Perempuan,urban,2,1,36,0
2164,0.219,4,Laki-Laki,rural,2,2,39,0
2165,12.093,7,Perempuan,urban,4,2,38,0
2166,0.148,3,Perempuan,rural,2,7,32,0
2167,5.393,2,Perempuan,urban,4,3,27,1
2168,5.087,3,Laki-Laki,urban,1,4,37,0
2169,0.064,4,Perempuan,urban,9,1,34,0
2170,10.703,2,Laki-Laki,rural,3,4,30,1
2171,5.465,2,Perempuan,rural,7,3,38,0
2172,3.877,6,Perempuan,urban,5,2,41,0
2173,2.344,3,Laki-Laki,rural,1,0,36,0
2174,16.199,10,Laki-Laki,rural,2,7,33,1
2175,4.387,6,Laki-Laki,rural,3,2,34,0
2176,0.741,8,Perempuan,urban,6,2,35,0
2177,3.571,1,Laki-Laki,rural,2,3,45,0
2178,9.610,2,Laki-Laki,rural,4,2,33,0
2179,2.188,1,Laki-Laki,rural,1,0,36,0
2180,6.785,6,Laki-Laki,rural,9,2,32,1
2181,17.312,7,Laki-Laki,rural,0,3,45,0
2182,3.810,4,Laki-Laki,urban,4,3,33,0
2183,2.671,1,Laki-Laki,urban,1,1,37,0
2184,6.212,4,Perempuan,urban,2,1,40,0
2185,5.191,0,Perempuan,urban,4,1,38,0
2186,1.280,4,Laki-Laki,rural,1,2,44,0
2187,0.482,2,Perempuan,urban,5,2,34,0
2188,12.062,4,Perempuan,urban,3,1,39,0
2189,14.056,9,Perempuan,rural,5,6,40,1
2190,1.556,6,Laki-Laki,urban,3,2,39,0
2191,5.950,3,Laki-Laki,urban,3,0,42,0
2192,0.532,5,Perempuan,rural,4,2,36,0
2193,10.221,11,Laki-Laki,urban,2,3,36,1
2194,1.700,7,Laki-Laki,rural,3,2,32,0
2195,8.494,18,Perempuan,rural,5,0,35,1
2196,15.701,13,Laki-Laki,rural,9,1,29,1
2197,2.122,5,Perempuan,urban,2,0,35,0
2198,0.187,4,Laki-Laki,rural,0,1,44,0
2199,3.254,3,Perempuan,rural,3,2,39,0
2200,4.079,2,Laki-Laki,rural,1,1,39,0
2201,5.649,1,Perempuan,rural,4,2,39,0
2202,6.244,12,Laki-Laki,urban,6,2,49,1
2203,1.159,3,Laki-Laki,urban,5,2,49,0
2204,7.733,4,Laki-Laki,rural,1,4,33,0
2205,4.145,1,Perempuan,rural,2,4,34,0
2206,8.536,6,Perempuan,rural,3,3,34,0
2207,0.063,3,Laki-Laki,urban,2,2,40,0
2208,5.788,1,Perempuan,rural,3,0,37,0
2209,11.197,7,Perempuan,urban,4,1,44,0
2210,0.769,1,Laki-Laki,rural,0,6,47,0
2211,24.957,13,Perempuan,urban,6,7,42,1
2212,0.273,2,Perempuan,rural,4,1,39,0
2213,1.104,3,Laki-Laki,rural,1,5,32,0
2214,3.198,5,Perempuan,rural,2,4,33,1
2215,8.536,10,Laki-Laki,urban,2,1,43,0
2216,3.410,5,Perempuan,rural,6,3,41,0
2217,1.391,4,Perempuan,rural,5,1,36,0
2218,25.381,10,Laki-Laki,urban,2,3,38,1
2219,4.389,4,Laki-Laki,rural,1,3,41,0
2220,0.675,5,Perempuan,rural,1,1,39,0
2221,4.685,4,Laki-Laki,urban,3,7,38,0
2222,8.104,4,Perempuan,urban,0,0,37,0
2223,0.174,6,Perempuan,rural,2,1,40,0
2224,2.461,7,Laki-Laki,urban,4,2,39,0
2225,0.534,8,Perempuan,urban,5,1,40,0
2226,9.836,7,Perempuan,rural,6,1,36,0
2227,12.971,11,Laki-Laki,rural,5,1,33,1
2228,0.514,7,Laki-Laki,rural,4,0,39,0
2229,1.627,3,Perempuan,rural,3,2,41,0
2230,2.123,4,Perempuan,urban,0,1,47,0
2231,3.153,10,Laki-Laki,rural,3,2,38,0
2232,0.917,0,Perempuan,urban,1,0,33,0
2233,0.121,1,Laki-Laki,urban,0,1,38,0
2234,1.060,6,Perempuan,rural,6,2,43,0
2235,1.103,1,Laki-Laki,rural,1,3,24,1
2236,9.765,10,Laki-Laki,rural,5,3,35,1
2237,0.365,3,Laki-Laki,urban,1,2,39,0
2238,1.616,2,Laki-Laki,urban,0,2,41,0
2239,0.476,4,Perempuan,urban,2,1,35,0
2240,23.119,17,Perempuan,rural,5,6,36,1
2241,2.595,3,Perempuan,rural,4,2,40,0
2242,10.273,6,Perempuan,urban,3,1,33,0
2243,12.041,7,Perempuan,urban,6,2,31,1
2244,1.373,0,Perempuan,urban,4,3,36,0
2245,15.817,8,Perempuan,urban,1,0,36,0
2246,1.488,0,Perempuan,urban,2,11,34,1
2247,9.268,3,Perempuan,rural,5,0,37,0
2248,0.331,2,Perempuan,urban,2,3,39,0
2249,0.091,3,Perempuan,rural,4,1,40,0
2250,7.838,5,Laki-Laki,rural,1,1,43,0
2251,2.461,2,Laki-Laki,rural,6,3,39,0
2252,6.287,1,Laki-Laki,rural,2,4,41,0
2253,3.893,3,Perempuan,rural,3,1,46,0
2254,20.398,9,Perempuan,urban,2,3,39,1
2255,0.273,1,Laki-Laki,urban,5,3,34,0
2256,10.047,5,Laki-Laki,rural,2,4,27,1
2257,0.224,5,Laki-Laki,rural,1,2,36,0
2258,6.262,4,Perempuan,urban,2,5,37,0
2259,0.233,8,Laki-Laki,urban,10,0,40,0
2260,0.282,0,Laki-Laki,rural,1,2,44,0
2261,2.225,0,Perempuan,urban,3,0,38,0
2262,0.798,1,Perempuan,rural,1,0,49,0
2263,8.649,3,Laki-Laki,rural,1,2,38,0
2264,7.379,4,Perempuan,rural,3,2,36,0
2265,1.473,4,Laki-Laki,urban,9,2,26,1
2266,5.082,2,Perempuan,urban,5,1,38,0
2267,2.281,1,Laki-Laki,rural,1,0,29,0
2268,1.879,4,Perempuan,urban,0,2,37,0
2269,1.887,1,Laki-Laki,urban,6,3,40,0
2270,2.575,1,Laki-Laki,rural,1,1,26,1
2271,2.625,3,Perempuan,urban,5,0,42,0
2272,10.844,3,Laki-Laki,rural,1,4,51,1
2273,16.551,5,Perempuan,urban,3,0,39,0
2274,3.269,8,Laki-Laki,rural,2,2,39,0
2275,47.545,14,Laki-Laki,rural,1,3,35,1
2276,16.316,11,Laki-Laki,rural,1,2,36,0
2277,7.934,5,Laki-Laki,rural,1,1,39,0
2278,3.469,6,Perempuan,rural,3,2,48,0
2279,0.884,3,Laki-Laki,urban,0,2,38,0
2280,0.342,7,Perempuan,urban,4,2,41,0
2281,4.573,2,Laki-Laki,urban,0,1,41,0
2282,0.328,1,Perempuan,urban,1,1,45,0
2283,1.177,5,Perempuan,urban,7,2,45,0
2284,6.891,13,Laki-Laki,rural,2,1,35,0
2285,64.201,22,Perempuan,rural,7,6,32,1
2286,10.684,9,Laki-Laki,rural,1,2,37,0
2287,1.337,5,Perempuan,rural,6,3,30,1
2288,3.345,5,Laki-Laki,urban,2,0,38,0
2289,0.832,1,Perempuan,rural,1,2,35,0
2290,24.920,20,Laki-Laki,rural,2,4,34,1
2291,0.775,4,Perempuan,urban,1,3,39,0
2292,13.632,10,Laki-Laki,rural,4,5,39,1
2293,6.658,6,Perempuan,rural,1,1,35,0
2294,3.535,4,Perempuan,urban,3,1,36,0
2295,7.068,1,Laki-Laki,rural,2,2,47,0
2296,8.173,1,Perempuan,rural,4,2,34,0
2297,1.137,3,Laki-Laki,rural,1,0,31,0
2298,10.931,7,Perempuan,urban,5,1,33,1
2299,0.794,5,Laki-Laki,rural,3,1,32,0
2300,0.050,4,Perempuan,rural,2,0,35,0
2301,4.748,7,Perempuan,rural,6,2,46,0
2302,1.787,1,Perempuan,rural,3,0,33,0
2303,5.303,11,Perempuan,rural,2,1,36,0
2304,3.600,2,Perempuan,urban,5,1,41,0
2305,5.400,3,Laki-Laki,urban,2,0,41,0
2306,0.472,5,Laki-Laki,urban,3,0,43,0
2307,5.763,7,Perempuan,rural,3,5,33,0
2308,0.774,2,Perempuan,urban,4,2,32,0
2309,8.961,2,Perempuan,rural,4,1,45,0
2310,1.093,0,Laki-Laki,urban,3,2,40,0
2311,10.649,7,Perempuan,rural,0,3,39,0
2312,17.174,9,Laki-Laki,rural,5,5,39,1
2313,0.542,2,Laki-Laki,rural,1,4,37,0
2314,1.718,6,Laki-Laki,urban,2,2,39,0
2315,0.305,6,Laki-Laki,rural,3,1,27,1
2316,0.109,3,Laki-Laki,rural,0,1,44,0
2317,1.967,0,Perempuan,rural,3,3,34,0
2318,6.983,6,Perempuan,urban,5,3,35,1
2319,0.754,1,Perempuan,rural,4,3,40,0
2320,0.328,2,Laki-Laki,urban,1,1,40,0
2321,1.102,4,Laki-Laki,urban,1,3,31,0
2322,0.793,4,Perempuan,rural,4,1,36,0
2323,14.512,9,Perempuan,rural,0,3,41,0
2324,15.435,4,Laki-Laki,rural,0,3,31,1
2325,1.887,4,Laki-Laki,rural,2,3,34,0
2326,0.619,8,Perempuan,rural,6,1,44,0
2327,6.144,15,Laki-Laki,rural,8,3,42,1
2328,1.859,4,Perempuan,urban,7,2,47,0
2329,21.285,10,Perempuan,urban,4,4,35,1
2330,0.636,1,Laki-Laki,rural,2,4,40,0
2331,2.840,3,Laki-Laki,urban,2,0,39,0
2332,2.664,4,Laki-Laki,rural,3,3,35,0
2333,0.530,4,Perempuan,rural,5,1,32,0
2334,3.100,0,Perempuan,rural,4,1,33,0
2335,3.112,2,Perempuan,urban,4,0,40,0
2336,0.034,0,Laki-Laki,rural,1,6,36,0
2337,4.357,4,Laki-Laki,urban,4,0,40,0
2338,0.502,0,Laki-Laki,urban,5,3,39,0
2339,9.685,5,Perempuan,rural,3,1,43,0
2340,0.736,3,Laki-Laki,rural,3,1,31,1
2341,4.257,6,Perempuan,rural,3,2,32,0
2342,1.198,2,Perempuan,rural,3,3,31,0
2343,12.347,5,Perempuan,rural,6,2,41,0
2344,6.718,9,Perempuan,rural,7,3,22,1
2345,3.663,2,Laki-Laki,urban,0,2,40,0
2346,2.641,5,Laki-Laki,urban,3,2,53,1
2347,0.973,3,Perempuan,urban,4,1,43,0
2348,6.913,3,Laki-Laki,rural,0,2,35,0
2349,58.079,19,Perempuan,urban,4,7,31,1
2350,1.040,3,Laki-Laki,rural,1,1,33,0
2351,1.039,2,Perempuan,urban,6,0,32,0
2352,1.372,6,Laki-Laki,rural,1,2,38,0
2353,6.184,6,Perempuan,rural,0,2,37,0
2354,1.072,4,Perempuan,urban,4,2,29,1
2355,2.575,4,Perempuan,rural,1,1,47,0
2356,1.062,0,Perempuan,rural,0,4,39,0
2357,15.256,6,Perempuan,rural,3,3,34,0
2358,2.552,4,Laki-Laki,rural,2,0,40,0
2359,12.667,4,Perempuan,rural,2,2,42,0
2360,2.888,3,Perempuan,rural,3,1,35,0
2361,5.095,2,Laki-Laki,urban,4,2,42,0
2362,0.096,3,Perempuan,rural,2,3,39,0
2363,0.121,4,Perempuan,rural,1,3,31,0
2364,11.205,6,Perempuan,urban,7,1,37,0
2365,8.047,1,Perempuan,rural,2,1,42,0
2366,7.258,7,Laki-Laki,rural,1,2,40,0
2367,10.157,9,Perempuan,rural,1,2,45,0
2368,7.355,5,Perempuan,rural,5,1,34,0
2369,3.081,9,Perempuan,urban,2,3,34,0
2370,22.000,6,Laki-Laki,rural,2,4,33,1
2371,8.848,8,Perempuan,urban,7,0,51,1
2372,4.029,5,Perempuan,rural,2,1,43,0
2373,1.316,3,Laki-Laki,rural,2,2,39,0
2374,6.380,8,Perempuan,rural,2,3,36,0
2375,5.272,4,Laki-Laki,rural,1,2,28,1
2376,2.569,4,Laki-Laki,rural,1,2,33,0
2377,47.912,11,Laki-Laki,rural,6,9,43,1
2378,1.422,3,Laki-Laki,urban,5,5,43,0
2379,0.724,4,Perempuan,rural,2,2,38,0
2380,2.345,5,Perempuan,rural,3,2,37,0
2381,0.459,2,Laki-Laki,rural,0,2,40,0
2382,0.113,0,Perempuan,rural,4,0,33,0
2383,3.758,3,Laki-Laki,urban,1,0,32,0
2384,0.223,2,Laki-Laki,rural,0,2,46,0
2385,1.323,4,Perempuan,urban,3,7,28,1
2386,4.173,4,Laki-Laki,urban,2,0,36,0
2387,22.171,14,Perempuan,rural,4,4,46,1
2388,26.469,12,Perempuan,rural,3,5,39,1
2389,4.485,6,Laki-Laki,rural,3,2,38,0
2390,16.265,4,Laki-Laki,urban,0,0,38,0
2391,1.130,2,Perempuan,rural,1,2,39,0
2392,0.492,2,Laki-Laki,rural,4,1,41,0
2393,7.715,5,Perempuan,urban,4,1,33,0
2394,7.595,4,Perempuan,rural,2,1,47,0
2395,4.134,5,Laki-Laki,rural,1,1,38,0
2396,1.126,2,Perempuan,rural,2,3,36,0
2397,9.271,6,Laki-Laki,rural,2,2,40,0
2398,0.596,9,Perempuan,rural,0,10,45,0
2399,1.384,4,Perempuan,rural,3,1,43,0
2400,0.759,3,Laki-Laki,rural,1,3,39,0
2401,5.367,5,Laki-Laki,urban,1,2,37,0
2402,0.671,1,Perempuan,rural,12,2,35,0
2403,17.270,12,Laki-Laki,urban,5,1,49,1
2404,3.590,5,Laki-Laki,rural,3,0,35,0
2405,3.191,8,Laki-Laki,rural,2,3,32,1
2406,3.963,5,Perempuan,rural,7,0,42,0
2407,1.947,1,Perempuan,rural,2,6,42,0
2408,3.803,4,Laki-Laki,urban,2,0,37,0
2409,0.610,0,Perempuan,urban,6,2,40,0
2410,19.735,8,Perempuan,rural,5,7,40,1
2411,6.764,5,Perempuan,urban,0,0,33,0
2412,3.632,2,Perempuan,urban,0,3,35,0
2413,0.103,0,Laki-Laki,rural,0,3,40,0
2414,0.252,3,Laki-Laki,rural,1,1,42,0
2415,5.056,7,Perempuan,rural,6,2,42,0
2416,22.617,3,Laki-Laki,rural,3,2,38,0
2417,5.399,8,Laki-Laki,urban,3,0,43,0
2418,0.403,2,Laki-Laki,rural,6,6,48,0
2419,0.434,4,Laki-Laki,rural,2,0,37,0
2420,3.530,6,Laki-Laki,urban,0,0,37,0
2421,3.244,2,Perempuan,rural,1,2,41,0
2422,0.044,1,Perempuan,urban,1,1,35,0
2423,5.186,4,Laki-Laki,urban,0,1,51,0
2424,34.619,9,Laki-Laki,urban,2,3,36,1
2425,0.432,6,Laki-Laki,rural,1,2,42,0
2426,6.038,12,Laki-Laki,urban,1,0,33,0
2427,13.194,8,Perempuan,rural,4,3,42,0
2428,3.670,2,Perempuan,rural,3,2,34,0
2429,1.392,1,Laki-Laki,rural,6,1,28,1
2430,3.307,3,Laki-Laki,rural,0,2,43,0
2431,0.342,4,Laki-Laki,rural,1,1,32,0
2432,4.181,5,Perempuan,urban,6,2,52,1
2433,4.854,1,Perempuan,urban,8,1,40,0
