Creditability,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex & Marital Status,Guarantors,Duration in Current address,Property,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
0,account < 0 ,48,existing credits,domestic appliances,3051,500 <= savings < 1000,1 <= employed < 4 years,3,male-single,none,4,car or other,54,none,own,1,skilled employee,1,none,yes
0,no cheking account,36,critical account,car-new,7855,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,2,real estate,25,stores,own,2,skilled employee,1,yes,yes
0,no cheking account,18,existing credits,radio/TV,433,savings < 100,unemployed,3,female-divorced/married,co-applicant,4,real estate,22,none,rent,1,skilled employee,1,none,yes
0,no cheking account,36,delay paying in past,business,9572,100 <= savings < 500,employed < 1 year,1,male-divorced,none,1,car or other,28,none,own,2,skilled employee,1,none,yes
0,0 <= account < 200,24,all credits paid back,education,1837,savings >= 1000,4 <= employed < 7 years,4,female-divorced/married,none,4,no property,34,bank,for free,1,unskilled-resident,1,none,yes
0,0 <= account < 200,30,critical account,car-new,4249,savings < 100,unemployed,4,male-married,none,2,car or other,28,none,own,2,high qualified employee,1,none,yes
0,0 <= account < 200,30,critical account,car-new,5234,savings < 100,unemployed,4,male-married,none,2,car or other,28,none,own,2,high qualified employee,1,none,yes
0,account < 0 ,48,existing credits,radio/TV,6758,500 <= savings < 1000,1 <= employed < 4 years,3,female-divorced/married,none,2,car or other,31,none,own,1,skilled employee,1,yes,yes
0,account < 0 ,9,existing credits,radio/TV,1366,100 <= savings < 500,employed < 1 year,3,female-divorced/married,none,4,building society,22,none,rent,1,skilled employee,1,none,yes
0,account < 0 ,24,all credits paid back,others,1358,no savings,employed >= 7 years,4,male-single,none,3,car or other,40,stores,own,1,high qualified employee,1,yes,yes
0,account < 0 ,18,existing credits,funiture,2473,savings < 100,unemployed,4,male-single,none,1,car or other,25,none,own,1,unemployed,1,none,yes
0,account >= 200,9,no credits taken,radio/TV,1337,100 <= savings < 500,employed < 1 year,4,male-single,none,2,car or other,34,none,own,2,high qualified employee,1,yes,yes
0,account < 0 ,48,existing credits,car-new,7763,no savings,employed >= 7 years,4,male-single,none,4,no property,42,bank,for free,1,high qualified employee,1,none,yes
0,0 <= account < 200,15,all credits paid back,car-new,1264,500 <= savings < 1000,1 <= employed < 4 years,2,male-married,none,2,building society,25,none,rent,1,skilled employee,1,none,yes
0,0 <= account < 200,15,existing credits,car-new,2631,500 <= savings < 1000,1 <= employed < 4 years,2,female-divorced/married,none,4,car or other,28,none,rent,2,skilled employee,1,yes,yes
0,0 <= account < 200,48,existing credits,car-new,6560,savings >= 1000,4 <= employed < 7 years,3,male-single,none,2,building society,24,none,own,1,skilled employee,1,none,yes
0,account < 0 ,24,existing credits,car-new,3123,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,1,building society,27,none,own,1,skilled employee,1,none,yes
0,account < 0 ,36,critical account,education,8065,500 <= savings < 1000,1 <= employed < 4 years,3,female-divorced/married,none,2,no property,25,none,own,2,high qualified employee,1,yes,yes
0,account < 0 ,24,existing credits,radio/TV,2439,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,4,real estate,35,none,own,1,skilled employee,1,yes,yes
0,0 <= account < 200,36,existing credits,funiture,9034,100 <= savings < 500,employed < 1 year,4,male-single,co-applicant,1,no property,29,none,rent,1,high qualified employee,1,yes,yes
0,0 <= account < 200,60,existing credits,car-new,14027,savings >= 1000,4 <= employed < 7 years,4,male-single,none,2,no property,27,none,own,1,high qualified employee,1,yes,yes
0,account < 0 ,36,critical account,car-used,9629,savings >= 1000,4 <= employed < 7 years,4,male-single,none,4,car or other,24,none,own,2,skilled employee,1,yes,yes
0,0 <= account < 200,12,existing credits,radio/TV,1484,500 <= savings < 1000,1 <= employed < 4 years,2,male-married,none,1,real estate,25,none,own,1,skilled employee,1,yes,yes
0,account < 0 ,18,existing credits,funiture,1131,savings < 100,unemployed,4,female-divorced/married,none,2,car or other,33,none,own,1,skilled employee,1,none,yes
0,0 <= account < 200,24,delay paying in past,funiture,2064,savings < 100,unemployed,3,female-divorced/married,none,2,building society,34,none,own,1,high qualified employee,1,yes,yes
0,0 <= account < 200,18,existing credits,car-used,12976,savings < 100,unemployed,3,female-divorced/married,none,4,no property,38,none,for free,1,high qualified employee,1,yes,yes
0,no cheking account,21,delay paying in past,business,2580,100 <= savings < 500,employed < 1 year,4,male-single,none,2,real estate,41,bank,own,1,unskilled-resident,2,none,yes
0,no cheking account,27,existing credits,car-new,2570,500 <= savings < 1000,1 <= employed < 4 years,3,female-divorced/married,none,3,real estate,21,none,rent,1,skilled employee,1,none,yes
0,0 <= account < 200,27,existing credits,business,3915,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,car or other,36,none,own,1,skilled employee,2,yes,yes
0,no cheking account,10,existing credits,car-new,1309,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,guarantor,4,building society,27,none,own,1,unskilled-resident,1,none,yes
0,account < 0 ,24,existing credits,car-new,4817,savings >= 1000,4 <= employed < 7 years,2,male-single,co-applicant,3,building society,31,none,own,1,skilled employee,1,yes,yes
0,account < 0 ,12,existing credits,car-new,2579,100 <= savings < 500,employed < 1 year,4,male-single,none,1,real estate,33,none,own,1,unskilled-resident,2,none,yes
0,0 <= account < 200,36,delay paying in past,car-new,2225,no savings,employed >= 7 years,4,male-single,none,4,no property,57,bank,for free,2,skilled employee,1,yes,yes
0,account < 0 ,18,existing credits,funiture,4153,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,co-applicant,3,car or other,42,none,own,1,skilled employee,1,none,yes
0,account < 0 ,18,no credits taken,funiture,3114,100 <= savings < 500,employed < 1 year,1,female-divorced/married,none,4,building society,26,none,rent,1,skilled employee,1,none,yes
0,account < 0 ,18,critical account,funiture,2124,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,4,real estate,24,none,rent,2,skilled employee,1,none,yes
0,account < 0 ,18,all credits paid back,funiture,1553,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,3,car or other,44,bank,own,1,skilled employee,1,none,yes
0,account < 0 ,30,existing credits,funiture,2406,savings >= 1000,4 <= employed < 7 years,4,female-divorced/married,none,4,real estate,23,none,rent,1,skilled employee,1,none,yes
0,account < 0 ,24,delay paying in past,car-new,1333,savings < 100,unemployed,4,male-single,none,2,real estate,43,none,for free,2,skilled employee,2,none,yes
0,account < 0 ,48,no credits taken,funiture,7119,500 <= savings < 1000,1 <= employed < 4 years,3,male-single,none,4,no property,53,none,for free,2,skilled employee,2,none,yes
0,account < 0 ,24,delay paying in past,car-new,4870,500 <= savings < 1000,1 <= employed < 4 years,3,male-single,none,4,no property,53,none,for free,2,skilled employee,2,none,yes
0,account < 0 ,12,critical account,car-new,691,no savings,employed >= 7 years,4,male-single,none,3,building society,35,none,own,2,skilled employee,1,none,yes
0,account < 0 ,42,delay paying in past,radio/TV,4370,savings >= 1000,4 <= employed < 7 years,3,male-single,none,2,building society,26,bank,own,2,skilled employee,2,yes,yes
0,account < 0 ,36,all credits paid back,funiture,2746,no savings,employed >= 7 years,4,male-single,none,4,car or other,31,bank,own,1,skilled employee,1,none,yes
0,account < 0 ,24,no credits taken,funiture,4110,no savings,employed >= 7 years,3,male-single,none,4,no property,23,bank,rent,2,skilled employee,2,none,yes
0,account < 0 ,18,existing credits,funiture,2462,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,2,car or other,22,none,own,1,skilled employee,1,none,yes
0,account < 0 ,12,existing credits,funiture,1282,500 <= savings < 1000,1 <= employed < 4 years,2,female-divorced/married,none,4,car or other,20,none,rent,1,skilled employee,1,none,yes
0,0 <= account < 200,12,no credits taken,funiture,2969,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,3,building society,25,none,rent,2,skilled employee,1,none,yes
0,account < 0 ,48,no credits taken,car-used,4605,no savings,employed >= 7 years,3,male-single,none,4,no property,24,none,for free,2,skilled employee,2,none,yes
0,account < 0 ,48,critical account,car-used,6331,no savings,employed >= 7 years,4,male-single,none,4,no property,46,none,for free,2,skilled employee,1,yes,yes
0,account < 0 ,24,all credits paid back,funiture,3552,savings >= 1000,4 <= employed < 7 years,3,male-single,none,4,car or other,27,bank,own,1,skilled employee,1,none,yes
0,account < 0 ,12,all credits paid back,car-new,697,100 <= savings < 500,employed < 1 year,4,male-single,none,2,car or other,46,bank,own,2,skilled employee,1,yes,yes
0,account < 0 ,24,existing credits,car-new,1442,savings >= 1000,4 <= employed < 7 years,4,female-divorced/married,none,4,car or other,23,none,rent,2,skilled employee,1,none,yes
0,account < 0 ,27,no credits taken,business,5293,savings < 100,unemployed,2,male-single,none,4,building society,50,none,own,2,skilled employee,1,yes,yes
0,account < 0 ,21,delay paying in past,education,3414,100 <= savings < 500,employed < 1 year,2,male-single,none,1,building society,26,stores,own,2,skilled employee,1,none,yes
0,account < 0 ,18,existing credits,funiture,2039,500 <= savings < 1000,1 <= employed < 4 years,1,female-divorced/married,none,4,real estate,20,none,rent,1,skilled employee,1,none,yes
0,account < 0 ,24,all credits paid back,business,3161,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,building society,31,bank,rent,1,skilled employee,1,yes,yes
0,account < 0 ,12,existing credits,retraining,902,savings >= 1000,4 <= employed < 7 years,4,male-married,none,4,building society,21,none,rent,1,skilled employee,1,none,yes
0,account < 0 ,48,existing credits,car-used,10297,savings >= 1000,4 <= employed < 7 years,4,male-single,none,4,no property,39,none,for free,3,skilled employee,2,yes,yes
0,0 <= account < 200,48,no credits taken,business,14421,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,2,car or other,25,stores,own,1,skilled employee,1,yes,yes
0,0 <= account < 200,18,critical account,car-new,1056,no savings,employed >= 7 years,3,male-single,guarantor,3,real estate,30,none,own,2,skilled employee,1,none,yes
0,account < 0 ,12,existing credits,car-new,1274,100 <= savings < 500,employed < 1 year,3,female-divorced/married,none,1,real estate,37,bank,own,1,unskilled-resident,1,none,yes
0,0 <= account < 200,12,existing credits,car-new,1223,no savings,employed >= 7 years,1,male-divorced,none,1,real estate,46,none,rent,2,skilled employee,1,none,yes
0,account < 0 ,12,existing credits,car-new,1372,savings >= 1000,4 <= employed < 7 years,2,male-divorced,none,3,car or other,36,none,own,1,skilled employee,1,none,yes
0,account < 0 ,16,critical account,car-new,2625,no savings,employed >= 7 years,2,male-single,guarantor,4,building society,43,none,rent,1,skilled employee,1,yes,no
0,account < 0 ,20,critical account,car-new,2235,500 <= savings < 1000,1 <= employed < 4 years,4,male-married,guarantor,2,building society,33,bank,rent,2,skilled employee,1,none,no
0,0 <= account < 200,9,existing credits,funiture,959,500 <= savings < 1000,1 <= employed < 4 years,1,female-divorced/married,none,2,car or other,29,bank,own,1,skilled employee,1,none,yes
0,0 <= account < 200,18,critical account,car-new,884,no savings,employed >= 7 years,4,male-single,none,4,car or other,36,none,own,1,skilled employee,2,yes,yes
0,0 <= account < 200,24,existing credits,car-new,1246,100 <= savings < 500,employed < 1 year,4,male-single,none,2,real estate,23,bank,own,1,unskilled-resident,1,none,yes
0,0 <= account < 200,36,delay paying in past,car-new,8086,no savings,employed >= 7 years,2,male-single,none,4,car or other,42,stores,own,4,high qualified employee,1,yes,yes
0,no cheking account,48,critical account,car-new,10127,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,2,no property,44,none,for free,1,skilled employee,1,none,yes
0,0 <= account < 200,12,existing credits,car-new,888,no savings,employed >= 7 years,4,male-single,none,4,car or other,41,bank,own,1,unskilled-resident,2,none,yes
0,no cheking account,12,existing credits,education,719,no savings,employed >= 7 years,4,male-single,none,4,car or other,41,bank,own,1,unskilled-resident,2,none,yes
0,0 <= account < 200,36,existing credits,car-new,12389,500 <= savings < 1000,1 <= employed < 4 years,1,male-single,none,4,no property,37,bank,for free,1,skilled employee,1,yes,yes
0,account < 0 ,12,existing credits,radio/TV,709,no savings,employed >= 7 years,4,male-single,none,4,real estate,57,none,own,1,unskilled-resident,1,none,yes
0,0 <= account < 200,15,all credits paid back,car-new,6850,savings < 100,unemployed,1,male-single,none,2,building society,34,stores,own,1,high qualified employee,2,yes,yes
0,no cheking account,10,existing credits,funiture,2210,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,2,real estate,25,none,rent,1,unskilled-resident,1,none,yes
0,no cheking account,30,all credits paid back,car-used,7485,savings < 100,unemployed,4,female-divorced/married,none,1,real estate,53,bank,own,1,high qualified employee,1,yes,yes
0,account < 0 ,18,all credits paid back,car-new,1442,savings >= 1000,4 <= employed < 7 years,4,male-single,none,4,no property,32,bank,for free,2,unskilled-resident,2,none,yes
0,no cheking account,12,critical account,radio/TV,797,no savings,employed >= 7 years,4,female-divorced/married,none,3,building society,33,none,own,1,unskilled-resident,2,none,yes
0,0 <= account < 200,45,critical account,radio/TV,4746,100 <= savings < 500,employed < 1 year,4,male-single,none,2,building society,24,bank,own,2,unskilled-resident,1,none,yes
0,account >= 200,12,critical account,car-new,939,savings >= 1000,4 <= employed < 7 years,4,male-married,none,2,real estate,28,none,own,3,skilled employee,1,yes,yes
0,0 <= account < 200,21,existing credits,business,1188,no savings,employed >= 7 years,2,female-divorced/married,none,4,building society,39,none,own,1,skilled employee,2,none,yes
0,no cheking account,48,critical account,car-used,11590,500 <= savings < 1000,1 <= employed < 4 years,2,female-divorced/married,none,4,car or other,24,none,rent,2,unskilled-resident,1,none,yes
0,account >= 200,12,all credits paid back,business,609,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,1,real estate,26,bank,own,1,unemployed,1,none,yes
0,account < 0 ,18,critical account,repairs,1190,savings < 100,unemployed,2,female-divorced/married,none,4,no property,55,none,for free,3,unemployed,2,none,yes
0,0 <= account < 200,21,existing credits,business,2767,no savings,employed >= 7 years,4,male-divorced,none,2,car or other,61,none,rent,2,unskilled-resident,1,none,yes
0,0 <= account < 200,30,existing credits,funiture,3441,500 <= savings < 1000,1 <= employed < 4 years,2,female-divorced/married,co-applicant,4,car or other,21,bank,rent,1,skilled employee,1,none,yes
0,0 <= account < 200,30,no credits taken,business,4280,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,4,car or other,26,none,rent,2,unskilled-resident,1,none,yes
0,0 <= account < 200,24,existing credits,radio/TV,3092,100 <= savings < 500,employed < 1 year,3,male-married,none,2,car or other,22,none,rent,1,skilled employee,1,yes,yes
0,no cheking account,18,existing credits,car-new,6761,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,4,car or other,68,stores,rent,2,skilled employee,1,none,yes
0,0 <= account < 200,12,existing credits,radio/TV,1331,100 <= savings < 500,employed < 1 year,2,male-single,none,1,car or other,22,none,own,1,skilled employee,1,none,yes
0,0 <= account < 200,54,no credits taken,business,15945,100 <= savings < 500,employed < 1 year,3,male-single,none,4,no property,58,none,rent,1,skilled employee,1,yes,yes
0,account < 0 ,24,existing credits,funiture,3234,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,4,real estate,23,none,rent,1,unskilled-resident,1,yes,yes
0,0 <= account < 200,15,existing credits,radio/TV,802,no savings,employed >= 7 years,4,male-single,none,3,car or other,37,none,own,1,skilled employee,2,none,yes
0,0 <= account < 200,48,existing credits,funiture,9960,100 <= savings < 500,employed < 1 year,1,female-divorced/married,none,2,car or other,26,bank,own,1,skilled employee,1,yes,yes
0,no cheking account,24,delay paying in past,business,8648,100 <= savings < 500,employed < 1 year,2,male-single,none,2,car or other,27,bank,own,2,skilled employee,1,yes,yes
0,account < 0 ,18,existing credits,radio/TV,1345,500 <= savings < 1000,1 <= employed < 4 years,4,male-married,none,3,real estate,26,none,own,1,skilled employee,1,none,yes
0,account < 0 ,45,existing credits,radio/TV,1845,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,4,no property,23,none,for free,1,skilled employee,1,yes,yes
0,account < 0 ,21,all credits paid back,car-new,1647,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,building society,40,bank,own,2,unskilled-resident,2,none,yes
0,no cheking account,48,existing credits,business,4844,savings < 100,unemployed,3,male-single,none,2,car or other,33,none,rent,1,high qualified employee,1,yes,yes
0,0 <= account < 200,27,no credits taken,business,8318,no savings,employed >= 7 years,2,female-divorced/married,none,4,no property,42,stores,for free,2,high qualified employee,1,yes,yes
0,account >= 200,18,existing credits,radio/TV,2100,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,co-applicant,2,real estate,37,none,own,1,skilled employee,1,none,yes
0,account < 0 ,45,no credits taken,business,11816,no savings,employed >= 7 years,2,male-single,none,4,car or other,29,none,rent,2,skilled employee,1,none,yes
0,account < 0 ,6,existing credits,education,448,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,4,building society,23,none,own,1,skilled employee,1,none,yes
0,account < 0 ,30,existing credits,repairs,11998,100 <= savings < 500,employed < 1 year,1,male-divorced,none,1,no property,34,bank,own,1,unskilled-resident,1,yes,yes
0,0 <= account < 200,48,no credits taken,others,18424,500 <= savings < 1000,1 <= employed < 4 years,1,female-divorced/married,none,2,building society,32,bank,own,1,high qualified employee,1,yes,no
0,account < 0 ,6,existing credits,car-new,14896,no savings,employed >= 7 years,1,male-single,none,4,no property,68,bank,own,1,high qualified employee,1,yes,yes
0,0 <= account < 200,12,existing credits,funiture,2762,no savings,employed >= 7 years,1,female-divorced/married,none,2,building society,25,none,own,1,skilled employee,1,yes,yes
0,account < 0 ,12,existing credits,car-used,3386,no savings,employed >= 7 years,3,male-single,none,4,no property,35,none,for free,1,skilled employee,1,yes,yes
0,0 <= account < 200,24,existing credits,radio/TV,2039,100 <= savings < 500,employed < 1 year,1,male-married,none,1,building society,22,none,own,1,skilled employee,1,yes,yes
0,no cheking account,18,delay paying in past,business,2169,500 <= savings < 1000,1 <= employed < 4 years,4,male-married,none,2,car or other,28,none,own,1,skilled employee,1,yes,yes
0,0 <= account < 200,48,critical account,funiture,5096,500 <= savings < 1000,1 <= employed < 4 years,2,female-divorced/married,none,3,car or other,30,none,own,1,high qualified employee,1,yes,yes
0,account < 0 ,18,existing credits,radio/TV,1882,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,4,car or other,25,bank,rent,2,skilled employee,1,none,yes
0,account < 0 ,48,existing credits,radio/TV,6999,savings >= 1000,4 <= employed < 7 years,1,male-married,guarantor,1,real estate,34,none,own,2,skilled employee,1,yes,yes
0,no cheking account,12,critical account,business,2292,savings < 100,unemployed,4,male-single,none,2,car or other,42,stores,own,2,high qualified employee,1,yes,yes
0,account < 0 ,14,existing credits,car-new,8978,no savings,employed >= 7 years,1,male-divorced,none,4,building society,45,none,own,1,high qualified employee,1,yes,no
0,account < 0 ,12,existing credits,radio/TV,674,savings >= 1000,4 <= employed < 7 years,4,male-married,none,1,building society,20,none,own,1,skilled employee,1,none,yes
0,account < 0 ,18,existing credits,car-new,976,100 <= savings < 500,employed < 1 year,1,female-divorced/married,none,2,car or other,23,none,own,1,unskilled-resident,1,none,yes
0,0 <= account < 200,24,existing credits,car-new,2718,500 <= savings < 1000,1 <= employed < 4 years,3,female-divorced/married,none,4,building society,20,none,rent,1,unskilled-resident,1,yes,yes
0,account < 0 ,18,existing credits,education,750,savings < 100,unemployed,4,female-divorced/married,none,1,real estate,27,none,own,1,unemployed,1,none,yes
0,0 <= account < 200,24,existing credits,car-used,12579,no savings,employed >= 7 years,4,female-divorced/married,none,2,no property,44,none,for free,1,high qualified employee,1,yes,yes
0,account < 0 ,18,existing credits,car-used,7511,no savings,employed >= 7 years,1,male-single,none,4,building society,51,none,for free,1,skilled employee,2,yes,yes
0,account < 0 ,18,critical account,car-new,3966,no savings,employed >= 7 years,1,female-divorced/married,none,4,real estate,33,bank,rent,3,skilled employee,1,yes,yes
0,account < 0 ,12,no credits taken,radio/TV,6199,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,building society,28,none,rent,2,skilled employee,1,yes,yes
0,account < 0 ,24,existing credits,radio/TV,1987,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,4,real estate,21,none,rent,1,unskilled-resident,2,none,yes
0,account < 0 ,24,existing credits,car-new,2303,no savings,employed >= 7 years,4,male-single,co-applicant,1,real estate,45,none,own,1,skilled employee,1,none,yes
0,no cheking account,21,critical account,car-new,12680,no savings,employed >= 7 years,4,male-single,none,4,no property,30,none,for free,1,high qualified employee,1,yes,yes
0,0 <= account < 200,12,existing credits,radio/TV,6468,savings < 100,unemployed,2,male-single,none,1,no property,52,none,own,1,high qualified employee,1,yes,yes
0,account < 0 ,30,existing credits,funiture,6350,no savings,employed >= 7 years,4,male-single,none,4,building society,31,none,own,1,skilled employee,1,none,yes
