No,Saldo,Frek ATM,Jenis Kelamin,tempat tinggal,Frek Supermarket,Frek Dept Store,Usia
9742,4.524,6,Laki-Laki,rural,1,1,43
9743,8.886,1,Perempuan,rural,1,3,49
9744,0.247,2,Laki-Laki,rural,1,3,39
9745,4.413,0,Laki-Laki,rural,1,4,38
9746,3.199,2,Perempuan,rural,3,5,43
9747,3.604,1,Laki-Laki,rural,0,1,44
9748,0.231,3,Laki-Laki,urban,1,3,44
9749,0.304,4,Perempuan,urban,4,8,33
9750,4.703,4,Perempuan,rural,6,3,35
9751,5.354,5,Laki-Laki,rural,3,0,39
9752,9.675,4,Perempuan,rural,4,1,26
9753,0.482,2,Laki-Laki,urban,1,2,47
9754,1.285,4,Laki-Laki,urban,1,3,36
9755,1.270,4,Laki-Laki,urban,2,1,43
9756,6.857,4,Perempuan,urban,4,0,38
9757,0.073,3,Perempuan,urban,0,4,28
9758,11.694,6,Laki-Laki,urban,3,4,40
9759,14.415,9,Perempuan,rural,12,2,47
9760,0.028,3,Perempuan,urban,1,0,38
9761,1.647,4,Perempuan,urban,5,3,38
9762,15.891,5,Perempuan,rural,4,2,39
9763,6.878,1,Laki-Laki,urban,2,3,46
9764,3.353,4,Perempuan,urban,0,2,46
9765,5.260,2,Laki-Laki,rural,6,1,36
9766,0.432,2,Laki-Laki,urban,1,1,39
9767,20.678,8,Perempuan,rural,6,3,36
9768,1.747,2,Perempuan,urban,4,1,38
9769,2.325,4,Laki-Laki,rural,2,2,29
9770,5.293,10,Laki-Laki,rural,2,1,26
9771,0.159,2,Perempuan,rural,2,3,40
9772,17.080,8,Perempuan,rural,2,0,36
9773,4.214,6,Laki-Laki,rural,1,5,46
9774,3.466,5,Perempuan,rural,3,2,32
9775,1.284,2,Laki-Laki,rural,4,2,35
9776,4.513,5,Perempuan,urban,7,0,35
9777,1.605,6,Laki-Laki,rural,5,1,41
9778,9.050,7,Perempuan,rural,1,6,33
9779,1.074,4,Perempuan,rural,3,1,36
9780,8.937,3,Laki-Laki,urban,0,2,37
9781,7.090,3,Laki-Laki,urban,1,3,35
9782,5.943,7,Perempuan,urban,0,0,45
9783,28.621,12,Perempuan,urban,3,4,44
9784,1.395,3,Laki-Laki,urban,0,2,32
9785,21.291,9,Perempuan,rural,2,3,37
9786,22.762,8,Perempuan,rural,2,1,38
9787,8.571,4,Laki-Laki,urban,1,2,36
9788,3.553,2,Laki-Laki,rural,2,3,33
9789,1.585,2,Laki-Laki,urban,1,1,40
9790,3.837,5,Laki-Laki,urban,5,2,39
9791,0.257,6,Perempuan,rural,4,1,44
9792,20.184,14,Perempuan,urban,6,9,45
9793,0.644,0,Perempuan,urban,4,1,43
9794,8.349,5,Laki-Laki,urban,0,0,38
9795,3.375,5,Perempuan,rural,4,1,35
9796,3.730,1,Laki-Laki,rural,0,2,41
9797,6.621,3,Perempuan,urban,2,1,37
9798,1.435,0,Perempuan,urban,4,1,45
9799,6.060,2,Laki-Laki,urban,3,5,46
9800,16.823,14,Perempuan,urban,2,2,32
9801,0.418,3,Laki-Laki,urban,0,0,37
9802,3.714,3,Laki-Laki,rural,3,2,38
9803,4.029,5,Laki-Laki,rural,2,1,34
9804,8.193,2,Perempuan,urban,3,2,29
9805,10.206,6,Laki-Laki,rural,7,3,31
9806,0.177,7,Perempuan,rural,7,1,34
9807,0.151,1,Perempuan,rural,4,1,37
9808,0.723,5,Laki-Laki,rural,7,6,51
9809,2.683,1,Laki-Laki,rural,1,1,42
9810,0.229,1,Laki-Laki,rural,1,1,35
9811,0.209,2,Perempuan,urban,4,2,30
9812,0.259,3,Laki-Laki,rural,0,4,40
9813,0.855,1,Perempuan,rural,4,3,35
9814,0.535,1,Perempuan,rural,1,2,36
9815,12.843,10,Laki-Laki,urban,1,1,46
9816,4.594,3,Perempuan,rural,1,3,42
9817,6.262,2,Perempuan,rural,1,1,31
9818,2.211,0,Laki-Laki,rural,1,2,42
9819,6.859,4,Perempuan,urban,4,1,32
9820,8.099,4,Laki-Laki,rural,6,3,49
9821,0.553,0,Laki-Laki,urban,1,3,38
9822,0.030,1,Perempuan,rural,2,3,36
9823,11.973,4,Perempuan,rural,4,4,34
9824,7.185,7,Laki-Laki,rural,0,2,48
9825,21.200,16,Perempuan,rural,4,1,48
9826,1.080,2,Laki-Laki,urban,4,0,37
9827,0.829,0,Perempuan,urban,1,0,39
9828,7.612,2,Laki-Laki,rural,1,2,37
9829,8.909,4,Laki-Laki,rural,0,2,43
9830,5.520,7,Perempuan,rural,4,2,35
9831,2.459,3,Laki-Laki,urban,1,1,39
9832,2.708,2,Laki-Laki,urban,1,0,30
9833,2.540,3,Laki-Laki,urban,2,1,42
9834,4.237,3,Laki-Laki,rural,0,1,40
9835,3.492,5,Perempuan,rural,5,2,46
9836,4.801,7,Perempuan,urban,19,4,36
9837,10.999,3,Perempuan,rural,5,1,43
9838,21.668,6,Laki-Laki,rural,1,1,41
9839,6.526,6,Perempuan,urban,6,1,38
9840,13.623,11,Laki-Laki,rural,4,3,33
9841,0.932,8,Laki-Laki,rural,2,4,34
9842,13.339,12,Laki-Laki,rural,3,1,41
9843,2.720,2,Perempuan,urban,2,1,38
9844,2.407,5,Perempuan,rural,5,0,41
9845,10.479,10,Perempuan,rural,7,2,36
9846,1.473,7,Perempuan,rural,6,12,38
9847,4.650,1,Perempuan,urban,4,0,34
9848,10.201,2,Perempuan,rural,1,0,51
9849,0.700,5,Perempuan,urban,1,0,49
9850,8.391,4,Laki-Laki,urban,2,5,37
9851,2.220,4,Perempuan,rural,4,1,36
9852,0.290,7,Perempuan,rural,1,3,42
9853,1.098,3,Laki-Laki,urban,1,3,42
9854,6.541,7,Perempuan,urban,12,0,35
9855,0.837,3,Laki-Laki,urban,1,3,45
9856,2.812,2,Laki-Laki,urban,3,2,34
9857,17.356,9,Laki-Laki,urban,6,2,30
9858,3.060,8,Perempuan,urban,3,2,41
9859,1.082,0,Laki-Laki,urban,0,1,37
9860,3.043,5,Laki-Laki,rural,2,2,39
9861,25.951,8,Laki-Laki,rural,1,3,29
9862,16.057,11,Perempuan,rural,10,1,41
9863,2.831,6,Laki-Laki,rural,1,0,34
9864,0.233,3,Perempuan,urban,1,0,37
9865,7.930,9,Perempuan,rural,5,2,39
9866,10.472,14,Laki-Laki,rural,11,2,37
9867,5.299,5,Perempuan,rural,9,1,32
9868,4.065,3,Perempuan,rural,5,1,41
9869,5.885,4,Perempuan,rural,4,2,37
9870,2.763,3,Laki-Laki,urban,0,0,32
9871,5.374,10,Laki-Laki,rural,4,2,44
9872,3.304,8,Laki-Laki,urban,2,1,34
9873,1.181,3,Perempuan,urban,3,0,39
9874,0.888,3,Laki-Laki,urban,2,8,41
9875,28.432,3,Perempuan,urban,4,4,33
9876,7.735,2,Perempuan,rural,3,0,41
9877,32.921,12,Perempuan,rural,2,4,31
9878,4.079,3,Perempuan,urban,1,2,37
9879,3.141,1,Perempuan,urban,2,2,46
9880,0.443,3,Laki-Laki,urban,1,5,41
9881,2.120,1,Laki-Laki,rural,3,2,53
9882,14.539,9,Laki-Laki,rural,2,2,37
9883,3.115,4,Perempuan,urban,1,1,36
9884,2.883,2,Laki-Laki,rural,1,1,32
9885,0.674,1,Laki-Laki,urban,2,2,44
9886,8.184,3,Laki-Laki,rural,1,2,37
9887,5.517,3,Laki-Laki,rural,1,1,36
9888,0.020,4,Laki-Laki,urban,4,2,38
9889,0.726,3,Perempuan,urban,1,2,29
9890,0.346,1,Laki-Laki,urban,0,3,44
9891,0.687,8,Laki-Laki,rural,0,2,33
9892,0.974,6,Laki-Laki,rural,0,1,34
9893,13.061,7,Perempuan,rural,2,2,30
9894,7.527,6,Perempuan,rural,1,4,27
9895,2.722,3,Laki-Laki,urban,1,1,37
9896,7.016,2,Laki-Laki,urban,2,2,38
9897,25.097,9,Perempuan,urban,7,7,36
9898,2.873,5,Perempuan,rural,1,1,36
9899,0.483,3,Perempuan,urban,3,2,40
9900,0.490,3,Laki-Laki,urban,0,1,35
9901,6.201,8,Perempuan,rural,4,2,45
9902,10.287,6,Laki-Laki,urban,4,3,39
9903,0.196,4,Laki-Laki,rural,2,2,44
9904,4.409,3,Laki-Laki,urban,0,2,40
9905,6.412,10,Perempuan,urban,5,1,39
9906,0.440,2,Perempuan,rural,0,0,34
9907,23.621,10,Perempuan,rural,7,4,36
9908,0.190,3,Laki-Laki,urban,2,3,32
9909,3.686,3,Perempuan,rural,4,1,30
9910,32.900,10,Laki-Laki,rural,3,4,47
9911,20.134,5,Laki-Laki,rural,6,4,34
9912,6.877,3,Perempuan,rural,4,0,36
9913,4.620,7,Laki-Laki,rural,3,3,38
9914,14.892,7,Laki-Laki,rural,1,1,38
9915,1.074,5,Laki-Laki,rural,4,5,34
9916,2.552,7,Perempuan,rural,0,2,39
9917,5.275,1,Laki-Laki,urban,3,2,45
9918,17.816,10,Perempuan,rural,3,4,45
9919,6.655,3,Laki-Laki,rural,3,1,43
9920,26.856,8,Laki-Laki,rural,1,4,35
9921,14.007,7,Laki-Laki,urban,3,2,38
9922,0.069,3,Laki-Laki,urban,0,2,41
9923,1.169,3,Perempuan,rural,4,5,38
9924,1.608,0,Laki-Laki,urban,2,3,42
9925,2.065,8,Perempuan,rural,1,3,35
9926,0.193,6,Laki-Laki,rural,5,1,42
9927,1.181,1,Laki-Laki,rural,0,1,39
9928,6.974,6,Laki-Laki,rural,4,1,40
9929,0.479,6,Perempuan,urban,6,3,34
9930,0.755,6,Laki-Laki,urban,6,2,42
9931,3.621,2,Perempuan,urban,4,2,31
9932,28.195,10,Laki-Laki,rural,1,5,47
9933,2.491,3,Perempuan,rural,2,2,40
9934,0.714,0,Perempuan,rural,6,0,39
9935,10.029,2,Laki-Laki,urban,1,9,35
9936,2.211,4,Perempuan,urban,2,2,44
9937,2.027,4,Perempuan,urban,6,2,42
9938,2.714,4,Laki-Laki,rural,0,3,34
9939,7.437,1,Laki-Laki,rural,4,1,43
9940,43.758,13,Laki-Laki,rural,4,8,38
9941,0.078,4,Perempuan,rural,5,3,42
9942,11.389,15,Perempuan,urban,8,2,40
9943,3.165,4,Perempuan,rural,1,3,42
9944,10.072,6,Laki-Laki,rural,1,11,36
9945,0.947,0,Perempuan,urban,3,0,44
9946,20.091,16,Laki-Laki,rural,2,6,33
9947,13.348,5,Laki-Laki,rural,3,2,37
9948,3.997,7,Laki-Laki,urban,1,1,41
9949,7.205,12,Laki-Laki,urban,1,2,33
9950,2.108,5,Perempuan,urban,5,2,43
9951,0.351,3,Perempuan,rural,0,1,39
9952,1.544,0,Perempuan,rural,2,2,38
9953,5.077,5,Laki-Laki,rural,2,1,35
9954,3.038,4,Perempuan,rural,0,2,42
9955,1.179,2,Laki-Laki,urban,1,0,29
9956,1.517,0,Perempuan,rural,3,7,38
9957,9.746,5,Laki-Laki,urban,1,3,37
9958,6.147,7,Perempuan,urban,3,2,36
9959,0.489,3,Perempuan,rural,1,2,34
9960,4.362,7,Perempuan,rural,4,2,39
9961,2.357,2,Laki-Laki,urban,1,1,37
9962,15.893,9,Laki-Laki,urban,2,1,35
9963,1.461,4,Perempuan,rural,7,7,32
9964,1.778,1,Perempuan,urban,0,0,34
9965,46.422,24,Laki-Laki,rural,3,5,41
9966,12.164,10,Perempuan,rural,14,3,32
9967,4.564,4,Laki-Laki,rural,1,0,35
9968,0.919,7,Laki-Laki,rural,1,8,35
9969,0.445,0,Perempuan,rural,7,0,46
9970,0.161,3,Laki-Laki,urban,1,0,39
9971,3.838,4,Laki-Laki,rural,0,2,38
9972,0.832,2,Laki-Laki,urban,1,7,32
9973,1.591,5,Perempuan,urban,0,2,32
9974,12.859,5,Perempuan,rural,5,4,27
9975,0.117,7,Perempuan,urban,2,3,31
9976,5.572,0,Perempuan,rural,2,1,40
9977,3.156,7,Laki-Laki,rural,1,0,34
9978,3.790,1,Laki-Laki,urban,0,4,43
9979,25.202,5,Perempuan,urban,13,5,44
9980,8.425,13,Laki-Laki,urban,3,2,38
9981,5.207,4,Laki-Laki,rural,1,4,39
9982,0.148,0,Laki-Laki,rural,7,2,40
9983,0.728,4,Perempuan,urban,2,3,38
9984,2.136,5,Laki-Laki,rural,6,4,51
9985,0.722,3,Perempuan,urban,5,2,30
9986,9.167,3,Laki-Laki,urban,0,0,48
9987,5.399,3,Perempuan,rural,3,1,40
9988,1.944,3,Perempuan,urban,4,2,42
9989,1.055,2,Perempuan,urban,5,4,40
9990,2.362,5,Laki-Laki,rural,1,1,32
9991,0.018,4,Laki-Laki,rural,1,2,35
9992,2.883,2,Laki-Laki,rural,0,2,43
9993,0.303,4,Perempuan,urban,8,0,42
9994,8.482,4,Perempuan,rural,0,2,35
9995,0.116,4,Laki-Laki,rural,0,2,43
9996,19.932,9,Laki-Laki,rural,2,4,33
9997,0.299,2,Laki-Laki,urban,2,3,30
9998,5.630,4,Perempuan,rural,2,0,33
9999,4.271,4,Laki-Laki,rural,2,0,38
10000,0.246,3,Perempuan,urban,4,3,30
10001,3.272,1,Laki-Laki,rural,1,0,40
10002,1.664,2,Perempuan,urban,6,2,41
10003,26.439,7,Laki-Laki,rural,1,2,32
10004,0.636,5,Perempuan,urban,6,2,40
10005,1.365,1,Laki-Laki,urban,0,5,39
10006,1.523,3,Laki-Laki,urban,10,1,49
10007,1.384,7,Perempuan,urban,1,0,39
10008,0.989,1,Laki-Laki,urban,1,0,39
10009,15.599,5,Laki-Laki,urban,0,3,37
10010,3.759,1,Laki-Laki,rural,0,4,46
10011,0.892,2,Laki-Laki,rural,0,1,33
10012,4.066,1,Perempuan,rural,1,0,32
10013,3.554,3,Perempuan,rural,2,1,42
10014,2.377,3,Laki-Laki,rural,2,1,36
10015,3.928,6,Perempuan,rural,2,4,43
10016,0.109,2,Laki-Laki,rural,1,0,39
10017,11.959,11,Perempuan,urban,6,1,40
10018,5.298,3,Laki-Laki,urban,0,1,39
10019,2.252,4,Perempuan,rural,4,2,37
10020,3.476,2,Perempuan,urban,2,3,37
10021,11.045,4,Perempuan,rural,2,3,40
10022,0.397,2,Laki-Laki,urban,1,0,33
10023,2.450,4,Laki-Laki,rural,0,3,41
10024,12.656,9,Laki-Laki,rural,5,7,40
10025,2.411,4,Laki-Laki,rural,3,2,43
10026,6.608,2,Perempuan,urban,3,2,34
10027,5.972,4,Perempuan,urban,2,0,35
10028,0.187,2,Perempuan,urban,3,2,37
10029,1.598,5,Perempuan,rural,1,2,39
10030,0.628,5,Laki-Laki,rural,3,3,22
10031,0.220,2,Laki-Laki,rural,1,3,34
10032,0.689,4,Perempuan,rural,1,2,35
10033,2.373,4,Laki-Laki,rural,0,1,36
10034,4.985,3,Laki-Laki,rural,1,5,40
10035,0.111,3,Perempuan,rural,3,0,36
10036,29.261,10,Laki-Laki,rural,1,4,38
10037,2.705,2,Laki-Laki,rural,0,2,37
10038,20.441,14,Perempuan,rural,8,4,39
10039,7.500,5,Perempuan,rural,3,3,35
10040,36.530,12,Perempuan,urban,6,3,30
10041,3.215,5,Perempuan,urban,9,5,32
10042,1.212,0,Laki-Laki,rural,1,4,30
10043,6.756,9,Perempuan,urban,5,0,39
10044,45.886,27,Perempuan,rural,4,9,43
10045,4.402,6,Perempuan,urban,7,0,39
10046,47.722,17,Laki-Laki,rural,5,5,39
10047,1.163,1,Laki-Laki,urban,1,1,41
10048,0.932,4,Laki-Laki,urban,1,2,48
10049,3.830,7,Laki-Laki,rural,2,5,36
10050,0.041,5,Perempuan,rural,3,0,39
10051,16.659,6,Laki-Laki,rural,2,3,30
10052,4.467,5,Perempuan,rural,3,4,39
10053,0.210,3,Perempuan,rural,6,0,43
10054,0.826,3,Perempuan,rural,6,5,46
10055,6.351,4,Laki-Laki,urban,5,4,30
10056,1.918,11,Perempuan,rural,12,1,37
10057,13.075,4,Perempuan,rural,2,6,32
10058,0.014,5,Laki-Laki,urban,1,2,44
10059,2.748,4,Perempuan,urban,5,3,37
10060,9.374,6,Perempuan,rural,3,4,41
10061,0.562,1,Laki-Laki,rural,0,4,37
10062,0.972,4,Perempuan,urban,3,2,38
10063,3.291,2,Laki-Laki,rural,0,2,33
10064,6.836,5,Perempuan,rural,6,1,38
10065,15.712,11,Laki-Laki,urban,3,5,27
10066,3.091,4,Perempuan,rural,5,6,46
10067,3.882,2,Laki-Laki,rural,1,3,40
10068,3.363,5,Laki-Laki,rural,1,2,46
10069,16.114,5,Laki-Laki,rural,2,6,49
10070,1.385,0,Perempuan,rural,1,2,43
10071,2.212,2,Laki-Laki,rural,2,5,43
10072,8.198,5,Perempuan,rural,4,2,39
10073,0.681,1,Laki-Laki,urban,0,2,28
10074,10.841,7,Laki-Laki,rural,6,5,46
10075,0.196,3,Laki-Laki,rural,0,0,32
10076,5.102,7,Perempuan,urban,4,2,32
10077,1.405,2,Laki-Laki,rural,1,2,33
10078,0.180,5,Perempuan,rural,4,1,40
10079,0.525,2,Perempuan,rural,6,2,39
10080,5.395,3,Perempuan,urban,4,2,40
10081,14.742,7,Perempuan,urban,3,5,32
10082,10.021,6,Laki-Laki,rural,3,1,34
10083,14.228,18,Perempuan,rural,3,3,31
10084,3.849,3,Perempuan,rural,4,0,42
10085,9.839,4,Laki-Laki,rural,2,1,36
10086,8.428,4,Laki-Laki,urban,2,2,41
10087,1.893,0,Perempuan,urban,6,2,42
10088,1.002,4,Laki-Laki,rural,1,1,41
10089,0.242,1,Laki-Laki,urban,3,2,33
10090,0.515,1,Laki-Laki,rural,1,1,33
10091,0.267,1,Laki-Laki,rural,1,2,49
10092,22.641,11,Laki-Laki,urban,2,2,29
10093,1.767,4,Perempuan,rural,1,2,36
10094,1.294,7,Perempuan,urban,10,1,40
10095,0.360,2,Laki-Laki,rural,2,0,44
10096,2.162,4,Perempuan,urban,3,0,37
10097,7.107,4,Laki-Laki,urban,1,2,47
10098,0.294,3,Perempuan,rural,4,1,37
10099,1.812,5,Laki-Laki,rural,5,1,30
10100,2.513,2,Perempuan,rural,3,3,33
10101,6.590,6,Perempuan,rural,5,2,29
10102,1.177,4,Laki-Laki,urban,0,1,48
10103,1.955,2,Perempuan,rural,13,1,39
10104,1.760,5,Laki-Laki,urban,1,4,31
10105,0.010,1,Perempuan,rural,2,0,47
10106,0.306,4,Laki-Laki,rural,1,0,34
10107,19.389,10,Laki-Laki,rural,4,2,38
10108,35.497,16,Laki-Laki,urban,2,6,40
10109,1.012,5,Laki-Laki,rural,3,2,34
10110,0.893,3,Perempuan,rural,4,0,26
10111,9.151,6,Laki-Laki,rural,3,2,38
10112,1.478,5,Laki-Laki,urban,1,3,41
10113,1.888,2,Laki-Laki,urban,0,2,41
10114,2.460,0,Perempuan,urban,3,1,37
10115,13.811,5,Laki-Laki,rural,1,2,32
10116,4.728,3,Laki-Laki,urban,1,5,37
10117,0.060,3,Perempuan,rural,2,3,42
10118,2.486,0,Laki-Laki,rural,1,1,40
10119,6.723,2,Perempuan,rural,5,0,41
10120,0.676,5,Perempuan,urban,2,2,35
10121,30.344,12,Perempuan,rural,9,4,40
10122,17.889,14,Perempuan,rural,4,3,35
10123,3.348,2,Laki-Laki,urban,1,0,33
10124,12.126,9,Perempuan,rural,6,4,40
10125,11.474,6,Perempuan,rural,3,4,41
10126,2.220,7,Laki-Laki,urban,0,4,40
10127,3.199,5,Perempuan,urban,4,2,30
10128,0.286,7,Perempuan,rural,7,2,42
10129,23.616,14,Perempuan,rural,4,8,31
10130,29.260,10,Perempuan,rural,6,4,32
10131,12.994,6,Perempuan,urban,7,2,28
10132,0.102,0,Perempuan,rural,2,0,34
10133,3.987,6,Perempuan,urban,5,2,39
10134,4.718,3,Laki-Laki,urban,2,1,36
10135,20.760,14,Laki-Laki,rural,2,5,40
10136,3.070,5,Laki-Laki,rural,1,2,40
10137,1.101,2,Perempuan,urban,4,1,35
10138,0.885,6,Laki-Laki,urban,2,1,43
10139,12.581,7,Laki-Laki,urban,2,3,44
10140,6.759,2,Perempuan,rural,3,3,36
10141,4.564,6,Perempuan,rural,4,2,41
10142,3.534,6,Laki-Laki,rural,2,0,36
10143,23.950,5,Perempuan,rural,2,1,34
10144,1.332,3,Laki-Laki,rural,0,1,29
10145,12.833,3,Perempuan,urban,3,6,29
10146,8.433,0,Perempuan,rural,1,0,30
10147,9.553,6,Laki-Laki,rural,5,0,43
10148,1.250,0,Laki-Laki,rural,2,2,40
10149,0.011,3,Perempuan,rural,2,0,37
10150,11.222,5,Laki-Laki,rural,0,6,35
10151,1.588,4,Perempuan,rural,3,2,42
10152,3.677,6,Laki-Laki,urban,2,9,39
10153,54.476,19,Perempuan,rural,2,6,45
10154,7.101,11,Perempuan,urban,4,0,36
10155,15.066,4,Perempuan,rural,2,2,39
10156,2.862,3,Laki-Laki,urban,0,9,44
10157,5.595,4,Laki-Laki,rural,2,7,39
10158,1.872,2,Perempuan,rural,5,1,43
10159,0.250,4,Perempuan,urban,5,2,36
10160,26.271,9,Laki-Laki,rural,2,2,37
10161,0.901,3,Laki-Laki,urban,2,0,50
10162,1.307,5,Laki-Laki,urban,1,1,37
10163,0.204,1,Perempuan,rural,2,1,38
10164,0.315,6,Laki-Laki,rural,4,3,30
10165,4.274,2,Perempuan,urban,1,1,37
10166,3.732,5,Perempuan,rural,7,0,38
10167,8.508,7,Laki-Laki,urban,1,0,38
10168,4.797,2,Laki-Laki,rural,3,0,37
10169,0.565,6,Laki-Laki,rural,0,3,38
10170,0.936,2,Perempuan,rural,2,2,45
10171,1.579,3,Perempuan,urban,4,1,34
10172,4.438,6,Perempuan,rural,3,2,46
10173,7.120,3,Laki-Laki,rural,4,4,42
10174,1.495,4,Perempuan,urban,4,4,37
10175,4.815,2,Laki-Laki,rural,3,2,34
10176,13.099,8,Laki-Laki,urban,1,3,43
10177,4.015,5,Laki-Laki,urban,1,1,45
10178,1.378,4,Laki-Laki,rural,0,1,34
10179,20.221,11,Perempuan,rural,5,8,48
10180,1.281,1,Laki-Laki,rural,1,2,34
10181,5.993,3,Laki-Laki,rural,1,1,42
10182,22.324,14,Perempuan,rural,7,1,35
10183,1.437,5,Laki-Laki,urban,2,3,38
10184,5.789,5,Perempuan,rural,4,1,43
10185,1.740,3,Laki-Laki,rural,1,2,35
10186,9.047,2,Laki-Laki,rural,2,1,38
10187,1.700,2,Perempuan,urban,4,4,30
10188,45.865,21,Perempuan,rural,8,5,35
10189,38.872,11,Laki-Laki,rural,4,2,41
10190,0.032,4,Laki-Laki,rural,0,3,39
10191,0.546,5,Laki-Laki,rural,2,2,39
10192,3.882,3,Laki-Laki,rural,2,2,38
10193,5.230,1,Laki-Laki,rural,1,0,42
10194,12.108,11,Perempuan,urban,7,6,43
10195,18.358,5,Perempuan,rural,3,2,41
10196,4.423,0,Perempuan,rural,1,0,40
10197,1.729,6,Laki-Laki,urban,0,1,33
10198,0.519,1,Laki-Laki,rural,3,2,31
10199,0.303,3,Laki-Laki,rural,0,3,29
10200,6.022,6,Laki-Laki,rural,0,2,33
10201,3.415,2,Perempuan,urban,9,0,39
10202,0.132,5,Perempuan,rural,2,3,46
10203,0.200,9,Perempuan,urban,3,2,37
10204,1.033,3,Laki-Laki,urban,1,5,42
10205,25.293,10,Perempuan,rural,4,2,38
10206,0.129,4,Laki-Laki,urban,3,2,44
10207,0.355,1,Laki-Laki,rural,0,3,30
10208,9.872,10,Perempuan,rural,3,3,27
10209,7.734,5,Laki-Laki,urban,2,2,37
10210,2.442,3,Laki-Laki,urban,0,1,34
10211,7.951,2,Perempuan,rural,1,7,40
10212,6.460,9,Perempuan,rural,3,3,41
10213,7.210,10,Perempuan,rural,12,2,45
10214,12.143,5,Perempuan,urban,3,2,38
10215,7.234,3,Perempuan,urban,2,2,32
10216,1.415,1,Perempuan,rural,1,1,41
10217,41.652,25,Perempuan,rural,2,6,37
10218,2.232,5,Perempuan,urban,3,1,37
10219,1.015,2,Perempuan,rural,3,4,47
10220,2.066,6,Perempuan,urban,4,0,44
10221,0.024,5,Perempuan,urban,4,1,32
10222,2.399,5,Laki-Laki,rural,0,2,38
10223,18.560,9,Laki-Laki,urban,1,6,47
10224,27.610,12,Laki-Laki,rural,6,2,38
10225,5.800,3,Laki-Laki,urban,1,5,29
10226,1.930,3,Laki-Laki,rural,0,1,35
10227,4.444,5,Laki-Laki,rural,1,0,36
10228,2.521,4,Perempuan,rural,1,3,43
10229,3.471,2,Perempuan,rural,4,4,39
10230,12.753,8,Perempuan,rural,5,2,34
10231,0.832,4,Laki-Laki,urban,0,0,36
10232,3.167,1,Laki-Laki,urban,1,1,37
10233,0.083,5,Laki-Laki,rural,1,1,36
10234,3.977,1,Perempuan,rural,2,2,44
10235,22.934,12,Perempuan,urban,2,3,49
10236,30.133,7,Perempuan,rural,3,3,35
10237,1.131,6,Laki-Laki,urban,4,4,35
10238,18.228,15,Perempuan,urban,5,3,45
10239,2.012,4,Perempuan,urban,3,2,39
10240,2.704,4,Perempuan,rural,4,3,48
10241,0.350,2,Laki-Laki,urban,0,4,40
10242,2.668,3,Laki-Laki,rural,3,1,44
10243,5.579,4,Laki-Laki,rural,2,4,40
10244,0.750,4,Laki-Laki,urban,1,5,37
10245,1.564,5,Perempuan,urban,4,1,33
10246,2.463,3,Perempuan,rural,4,2,41
10247,3.259,3,Perempuan,rural,4,2,38
10248,2.618,2,Perempuan,urban,0,3,43
10249,0.777,6,Laki-Laki,urban,1,0,33
10250,3.874,1,Laki-Laki,rural,5,5,34
10251,1.137,4,Laki-Laki,rural,5,2,34
10252,28.654,13,Laki-Laki,rural,2,3,43
10253,8.500,4,Perempuan,urban,3,3,34
10254,4.806,5,Laki-Laki,rural,1,4,43
10255,11.568,9,Perempuan,urban,5,7,37
10256,0.486,5,Laki-Laki,urban,3,4,46
10257,7.194,6,Laki-Laki,rural,3,2,30
10258,1.853,0,Perempuan,urban,1,2,31
10259,1.229,1,Laki-Laki,rural,1,1,39
10260,1.671,4,Laki-Laki,rural,1,3,31
10261,8.033,9,Perempuan,urban,3,3,35
10262,9.453,11,Perempuan,rural,12,6,36
10263,8.894,4,Laki-Laki,rural,0,0,45
10264,0.853,0,Perempuan,urban,6,0,29
10265,0.102,2,Laki-Laki,rural,0,2,36
10266,3.132,1,Laki-Laki,rural,1,2,40
10267,1.096,2,Laki-Laki,rural,2,2,34
10268,0.174,0,Laki-Laki,rural,1,3,36
10269,4.097,5,Laki-Laki,rural,4,1,40
10270,23.263,7,Perempuan,rural,10,2,36
10271,33.296,12,Laki-Laki,rural,4,8,37
10272,11.842,7,Laki-Laki,rural,1,3,43
10273,4.213,5,Laki-Laki,rural,4,0,40
10274,4.686,4,Perempuan,rural,2,0,41
10275,0.983,2,Perempuan,rural,3,4,37
10276,0.321,1,Laki-Laki,rural,1,1,34
10277,14.211,3,Laki-Laki,rural,8,2,31
10278,5.383,7,Perempuan,rural,6,0,44
10279,2.314,2,Laki-Laki,urban,1,0,39
10280,0.405,2,Laki-Laki,urban,1,4,39
10281,19.812,8,Perempuan,urban,5,4,48
10282,1.919,5,Laki-Laki,rural,1,2,44
10283,14.726,6,Laki-Laki,rural,1,1,37
10284,3.282,5,Perempuan,urban,4,1,39
10285,3.729,2,Perempuan,urban,5,1,44
10286,9.130,12,Laki-Laki,urban,9,0,31
10287,0.895,4,Laki-Laki,rural,0,2,46
10288,10.150,12,Perempuan,urban,3,0,34
10289,4.318,3,Perempuan,urban,0,2,39
10290,6.664,5,Laki-Laki,rural,1,3,40
10291,1.756,2,Laki-Laki,urban,1,0,37
10292,45.258,21,Perempuan,urban,8,7,40
10293,46.351,38,Laki-Laki,rural,12,7,41
10294,2.112,13,Laki-Laki,urban,4,2,40
10295,7.208,7,Perempuan,urban,2,1,40
10296,1.373,0,Perempuan,rural,2,2,37
10297,1.929,1,Perempuan,rural,0,1,32
10298,4.794,5,Perempuan,rural,5,2,31
